Year,Park,Site,Borough,Latitude,Longitude,SM_ID,Sex_01,Weight,ISCAP_Larva,DON_IS,DIN_Borrelia,DIN_Babesia,Borrelia_qPCR,Babesia_qPCR,Effort_qPCR,Connect_site_1000,Impervious_site,SM_abundance,MM_abundance
2023,Mount Loretto,SI-ML03,Staten Island,40.5136503,-74.218977,SM-026,1,23,1,2.3077,0.3077,0.1538,1,1,2,24.25631222,0.1859,1.75,19.23
2024,Mount Loretto,SI-ML03,Staten Island,40.5135287,-74.21895,SM-148,0,21,0,0.3684,0.1579,0.3158,0,0,1,24.25631222,0.1859,2.08,21.43
2024,Mount Loretto,SI-ML04,Staten Island,40.5078675,-74.217835,SM-149,0,18,0,0.3684,0.1579,0.3158,0,0,2,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5041135,-74.218478,SM-150,1,15,0,0.3684,0.1579,0.3158,1,0,1,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5048225,-74.217646,SM-157,0,23,0,0.3684,0.1579,0.3158,1,0,1,18.93358674,0.0306,10,0
2023,Mount Loretto,SI-ML04,Staten Island,40.5048658,-74.217477,SM-025,1,24,3,2.3077,0.3077,0.1538,1,1,2,18.93358674,0.0306,6.25,0
2023,Mount Loretto,SI-ML04,Staten Island,40.5041135,-74.218477,SM-038,1,23,1,2.3077,0.3077,0.1538,0,1,2,18.93358674,0.0306,6.25,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5078675,-74.217835,SM-161,1,31,0,0.3684,0.1579,0.3158,0,1,2,18.93358674,0.0306,10,0
2023,Mount Loretto,SI-ML04,Staten Island,40.5048658,-74.217477,SM-028,1,22,0,2.3077,0.3077,0.1538,0,1,2,18.93358674,0.0306,6.25,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5048977,-74.217755,SM-155,1,22,0,0.3684,0.1579,0.3158,0,0,2,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5078675,-74.217835,SM-156,0,25,0,0.3684,0.1579,0.3158,1,1,1,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5079731,-74.217871,SM-159,0,24,0,0.3684,0.1579,0.3158,1,0,1,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5048225,-74.217646,SM-154,1,23,0,0.3684,0.1579,0.3158,1,0,2,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5079731,-74.217871,SM-158,1,26,0,0.3684,0.1579,0.3158,0,0,2,18.93358674,0.0306,10,0
2024,Mount Loretto,SI-ML04,Staten Island,40.5078675,-74.217835,SM-160,1,10,0,0.3684,0.1579,0.3158,1,0,1,18.93358674,0.0306,10,0
